Id,ActivityHour,TotalIntensity,AverageIntensity,Calories,StepTotal
1503960366,2016-04-16 07:00:00,4,0.066667,54,101
1503960366,2016-04-16 08:00:00,9,0.15,62,175
1503960366,2016-04-16 09:00:00,38,0.633333,124,1181
1503960366,2016-04-16 10:00:00,14,0.233333,110,1295
1503960366,2016-04-16 11:00:00,30,0.5,147,2043
1503960366,2016-04-16 12:00:00,42,0.7,119,1513
1503960366,2016-04-16 13:00:00,90,1.5,214,3616
1503960366,2016-04-16 14:00:00,20,0.333333,82,580
1503960366,2016-04-16 15:00:00,0,0.0,51,0
1503960366,2016-04-16 16:00:00,2,0.033333,54,15
1503960366,2016-04-16 17:00:00,17,0.283333,79,380
1503960366,2016-04-16 18:00:00,10,0.166667,65,96
1503960366,2016-04-16 19:00:00,12,0.2,67,146
1503960366,2016-04-16 20:00:00,19,0.316667,81,385
1503960366,2016-04-16 21:00:00,13,0.216667,75,463
1503960366,2016-04-16 22:00:00,3,0.05,55,42
1503960366,2016-04-16 23:00:00,5,0.083333,56,92
1503960366,2016-04-17 00:00:00,0,0.0,47,0
1503960366,2016-04-17 01:00:00,0,0.0,48,0
1503960366,2016-04-17 02:00:00,0,0.0,47,0
1503960366,2016-04-17 03:00:00,1,0.016667,49,8
1503960366,2016-04-17 04:00:00,0,0.0,48,0
1503960366,2016-04-17 05:00:00,0,0.0,48,0
1503960366,2016-04-17 06:00:00,0,0.0,48,0
1503960366,2016-04-17 07:00:00,0,0.0,48,0
1503960366,2016-04-17 08:00:00,0,0.0,48,0
1503960366,2016-04-17 09:00:00,0,0.0,48,0
1503960366,2016-04-17 10:00:00,0,0.0,47,0
1503960366,2016-04-17 11:00:00,9,0.15,63,84
1503960366,2016-04-17 12:00:00,18,0.3,76,260
1503960366,2016-04-17 13:00:00,23,0.383333,83,402
1503960366,2016-04-17 14:00:00,10,0.166667,69,252
1503960366,2016-04-17 15:00:00,13,0.216667,73,191
1503960366,2016-04-17 16:00:00,2,0.033333,57,13
1503960366,2016-04-17 17:00:00,71,1.183333,174,2613
1503960366,2016-04-17 18:00:00,39,0.65,136,1616
1503960366,2016-04-17 19:00:00,24,0.4,95,754
1503960366,2016-04-17 20:00:00,87,1.45,191,2955
1503960366,2016-04-17 21:00:00,16,0.266667,79,487
1503960366,2016-04-17 22:00:00,5,0.083333,58,70
1503960366,2016-04-17 23:00:00,0,0.0,50,0
1503960366,2016-04-18 00:00:00,21,0.35,82,416
1503960366,2016-04-18 01:00:00,0,0.0,48,0
1503960366,2016-04-18 02:00:00,0,0.0,47,0
1503960366,2016-04-18 03:00:00,0,0.0,47,0
1503960366,2016-04-18 04:00:00,0,0.0,47,0
1503960366,2016-04-18 05:00:00,0,0.0,47,0
1503960366,2016-04-18 06:00:00,0,0.0,47,0
1503960366,2016-04-18 07:00:00,0,0.0,47,0
1503960366,2016-04-18 08:00:00,0,0.0,47,0
1503960366,2016-04-18 09:00:00,39,0.65,133,1688
1503960366,2016-04-18 10:00:00,17,0.283333,81,380
1503960366,2016-04-18 11:00:00,15,0.25,73,328
1503960366,2016-04-18 12:00:00,40,0.666667,118,1306
1503960366,2016-04-18 13:00:00,9,0.15,70,268
1503960366,2016-04-18 14:00:00,7,0.116667,64,137
1503960366,2016-04-18 15:00:00,14,0.233333,80,495
1503960366,2016-04-18 16:00:00,17,0.283333,78,277
1503960366,2016-04-18 17:00:00,18,0.3,79,304
1503960366,2016-04-18 18:00:00,114,1.9,234,4074
1503960366,2016-04-18 19:00:00,30,0.5,157,2101
1503960366,2016-04-18 20:00:00,2,0.033333,57,28
1503960366,2016-04-18 21:00:00,11,0.183333,68,187
1503960366,2016-04-18 22:00:00,19,0.316667,86,542
1503960366,2016-04-18 23:00:00,18,0.3,83,488
1503960366,2016-04-19 00:00:00,0,0.0,47,0
1503960366,2016-04-19 01:00:00,1,0.016667,49,22
1503960366,2016-04-19 02:00:00,0,0.0,47,0
1503960366,2016-04-19 03:00:00,2,0.033333,50,9
1503960366,2016-04-19 04:00:00,0,0.0,47,0
1503960366,2016-04-19 05:00:00,0,0.0,47,0
1503960366,2016-04-19 06:00:00,1,0.016667,49,7
1503960366,2016-04-19 07:00:00,19,0.316667,75,316
1503960366,2016-04-19 08:00:00,38,0.633333,130,1656
1503960366,2016-04-19 09:00:00,16,0.266667,79,367
1503960366,2016-04-19 10:00:00,16,0.266667,75,203
1503960366,2016-04-19 11:00:00,13,0.216667,72,194
1503960366,2016-04-19 12:00:00,61,1.016667,143,1887
1503960366,2016-04-19 13:00:00,65,1.083333,171,2697
1503960366,2016-04-19 14:00:00,12,0.2,76,409
1503960366,2016-04-19 15:00:00,12,0.2,72,299
1503960366,2016-04-19 16:00:00,9,0.15,71,297
1503960366,2016-04-19 17:00:00,13,0.216667,90,732
1503960366,2016-04-19 18:00:00,30,0.5,120,1280
1503960366,2016-04-19 19:00:00,31,0.516667,93,397
1503960366,2016-04-19 20:00:00,69,1.15,159,2487
1503960366,2016-04-19 21:00:00,16,0.266667,94,826
1503960366,2016-04-19 22:00:00,4,0.066667,58,52
1503960366,2016-04-19 23:00:00,48,0.8,120,1369
1503960366,2016-04-20 00:00:00,2,0.033333,54,16
1503960366,2016-04-20 01:00:00,2,0.033333,53,36
1503960366,2016-04-20 02:00:00,0,0.0,47,0
1503960366,2016-04-20 03:00:00,0,0.0,48,0
1503960366,2016-04-20 04:00:00,0,0.0,48,0
1503960366,2016-04-20 05:00:00,0,0.0,47,0
1503960366,2016-04-20 06:00:00,0,0.0,48,0
1503960366,2016-04-20 07:00:00,3,0.05,51,29
1503960366,2016-04-20 08:00:00,14,0.233333,70,264
1503960366,2016-04-20 09:00:00,50,0.833333,144,1993
1503960366,2016-04-20 10:00:00,13,0.216667,79,459
1503960366,2016-04-20 11:00:00,1,0.016667,58,65
1503960366,2016-04-20 12:00:00,8,0.133333,64,185
1503960366,2016-04-20 13:00:00,5,0.083333,61,64
1503960366,2016-04-20 14:00:00,39,0.65,113,1270
1503960366,2016-04-20 15:00:00,21,0.35,97,797
1503960366,2016-04-20 16:00:00,11,0.183333,70,261
1503960366,2016-04-20 17:00:00,2,0.033333,57,13
1503960366,2016-04-20 18:00:00,32,0.533333,114,1308
1503960366,2016-04-20 19:00:00,36,0.6,117,1558
1503960366,2016-04-20 20:00:00,12,0.2,80,499
1503960366,2016-04-20 21:00:00,22,0.366667,83,395
1503960366,2016-04-20 22:00:00,7,0.116667,62,77
1503960366,2016-04-20 23:00:00,33,0.55,120,1255
1503960366,2016-04-21 00:00:00,2,0.033333,54,17
1503960366,2016-04-21 01:00:00,8,0.133333,61,129
1503960366,2016-04-21 02:00:00,5,0.083333,55,81
1503960366,2016-04-21 03:00:00,0,0.0,48,0
1503960366,2016-04-21 04:00:00,0,0.0,47,0
1503960366,2016-04-21 05:00:00,0,0.0,47,0
1503960366,2016-04-21 06:00:00,0,0.0,48,0
1503960366,2016-04-21 07:00:00,3,0.05,52,38
1503960366,2016-04-21 08:00:00,15,0.25,71,245
1503960366,2016-04-21 09:00:00,26,0.433333,133,1672
1503960366,2016-04-21 10:00:00,16,0.266667,77,255
1503960366,2016-04-21 11:00:00,0,0.0,55,0
1503960366,2016-04-21 12:00:00,11,0.183333,73,384
1503960366,2016-04-21 13:00:00,25,0.416667,113,1140
1503960366,2016-04-21 14:00:00,2,0.033333,58,12
1503960366,2016-04-21 15:00:00,8,0.133333,68,213
1503960366,2016-04-21 16:00:00,4,0.066667,60,26
1503960366,2016-04-21 17:00:00,5,0.083333,60,96
1503960366,2016-04-21 18:00:00,9,0.15,69,213
1503960366,2016-04-21 19:00:00,8,0.133333,64,100
1503960366,2016-04-21 20:00:00,92,1.533333,213,3541
1503960366,2016-04-21 21:00:00,21,0.35,104,970
1503960366,2016-04-21 22:00:00,9,0.15,63,89
1503960366,2016-04-21 23:00:00,15,0.25,84,598
1503960366,2016-04-22 00:00:00,0,0.0,47,0
1503960366,2016-04-22 01:00:00,0,0.0,47,0
1503960366,2016-04-22 02:00:00,0,0.0,47,0
1503960366,2016-04-22 03:00:00,0,0.0,47,0
1503960366,2016-04-22 04:00:00,0,0.0,47,0
1503960366,2016-04-22 05:00:00,0,0.0,47,0
1503960366,2016-04-22 06:00:00,0,0.0,47,0
1503960366,2016-04-22 07:00:00,0,0.0,47,0
1503960366,2016-04-22 08:00:00,0,0.0,47,0
1503960366,2016-04-22 09:00:00,13,0.216667,65,192
1503960366,2016-04-22 10:00:00,2,0.033333,54,29
1503960366,2016-04-22 11:00:00,34,0.566667,102,958
1503960366,2016-04-22 12:00:00,2,0.033333,57,38
1503960366,2016-04-22 13:00:00,4,0.066667,60,118
1503960366,2016-04-22 14:00:00,0,0.0,54,0
1503960366,2016-04-22 15:00:00,10,0.166667,66,180
1503960366,2016-04-22 16:00:00,4,0.066667,58,22
1503960366,2016-04-22 17:00:00,18,0.3,104,1041
1503960366,2016-04-22 18:00:00,23,0.383333,87,514
1503960366,2016-04-22 19:00:00,16,0.266667,82,629
1503960366,2016-04-22 20:00:00,13,0.216667,71,329
1503960366,2016-04-22 21:00:00,159,2.65,311,5934
1503960366,2016-04-22 22:00:00,30,0.5,95,855
1503960366,2016-04-22 23:00:00,54,0.9,136,1925
1503960366,2016-04-23 00:00:00,9,0.15,63,182
1503960366,2016-04-23 01:00:00,0,0.0,47,0
1503960366,2016-04-23 02:00:00,1,0.016667,49,11
1503960366,2016-04-23 03:00:00,0,0.0,47,0
1503960366,2016-04-23 04:00:00,0,0.0,47,0
1503960366,2016-04-23 05:00:00,0,0.0,48,0
1503960366,2016-04-23 06:00:00,2,0.033333,50,12
1503960366,2016-04-23 07:00:00,0,0.0,48,0
1503960366,2016-04-23 08:00:00,8,0.133333,59,127
1503960366,2016-04-23 09:00:00,17,0.283333,75,285
1503960366,2016-04-23 10:00:00,4,0.066667,56,49
1503960366,2016-04-23 11:00:00,11,0.183333,84,703
1503960366,2016-04-23 12:00:00,49,0.816667,129,1597
1503960366,2016-04-23 13:00:00,51,0.85,129,1453
1503960366,2016-04-23 14:00:00,20,0.333333,78,202
1503960366,2016-04-23 15:00:00,15,0.25,73,158
1503960366,2016-04-23 16:00:00,52,0.866667,140,2008
1503960366,2016-04-23 17:00:00,26,0.433333,121,1472
1503960366,2016-04-23 18:00:00,66,1.1,173,2569
1503960366,2016-04-23 19:00:00,2,0.033333,51,29
1503960366,2016-04-23 20:00:00,9,0.15,63,142
1503960366,2016-04-23 21:00:00,54,0.9,162,2432
1503960366,2016-04-23 22:00:00,25,0.416667,96,709
1503960366,2016-04-23 23:00:00,6,0.1,60,231
1503960366,2016-04-24 00:00:00,10,0.166667,66,141
1503960366,2016-04-24 01:00:00,2,0.033333,54,42
1503960366,2016-04-24 02:00:00,0,0.0,48,0
1503960366,2016-04-24 03:00:00,0,0.0,48,0
1503960366,2016-04-24 04:00:00,1,0.016667,49,8
1503960366,2016-04-24 05:00:00,0,0.0,48,0
1503960366,2016-04-24 06:00:00,1,0.016667,49,7
1503960366,2016-04-24 07:00:00,0,0.0,47,0
1503960366,2016-04-24 08:00:00,1,0.016667,49,8
1503960366,2016-04-24 09:00:00,8,0.133333,59,76
1503960366,2016-04-24 10:00:00,26,0.433333,90,492
1503960366,2016-04-24 11:00:00,12,0.2,67,149
1503960366,2016-04-24 12:00:00,12,0.2,82,548
1503960366,2016-04-24 13:00:00,12,0.2,74,394
1503960366,2016-04-24 14:00:00,1,0.016667,52,26
1503960366,2016-04-24 15:00:00,2,0.033333,52,27
1503960366,2016-04-24 16:00:00,29,0.483333,102,885
1503960366,2016-04-24 17:00:00,25,0.416667,86,411
1503960366,2016-04-24 18:00:00,40,0.666667,115,911
1503960366,2016-04-24 19:00:00,131,2.183333,270,4871
1503960366,2016-04-24 20:00:00,18,0.3,76,342
1503960366,2016-04-24 21:00:00,17,0.283333,74,244
1503960366,2016-04-24 22:00:00,7,0.116667,61,66
1503960366,2016-04-24 23:00:00,10,0.166667,72,391
1503960366,2016-04-25 00:00:00,8,0.133333,62,95
1503960366,2016-04-25 01:00:00,3,0.05,53,22
1503960366,2016-04-25 02:00:00,6,0.1,57,97
1503960366,2016-04-25 03:00:00,0,0.0,47,0
1503960366,2016-04-25 04:00:00,2,0.033333,50,25
1503960366,2016-04-25 05:00:00,1,0.016667,49,4
1503960366,2016-04-25 06:00:00,0,0.0,47,0
1503960366,2016-04-25 07:00:00,3,0.05,52,44
1503960366,2016-04-25 08:00:00,22,0.366667,83,426
1503960366,2016-04-25 09:00:00,46,0.766667,146,2041
1503960366,2016-04-25 10:00:00,12,0.2,73,258
1503960366,2016-04-25 11:00:00,24,0.4,121,1468
1503960366,2016-04-25 12:00:00,19,0.316667,92,707
1503960366,2016-04-25 13:00:00,13,0.216667,75,299
1503960366,2016-04-25 14:00:00,5,0.083333,62,94
1503960366,2016-04-25 15:00:00,13,0.216667,76,359
1503960366,2016-04-25 16:00:00,10,0.166667,71,263
1503960366,2016-04-25 17:00:00,8,0.133333,67,188
1503960366,2016-04-25 18:00:00,6,0.1,61,116
1503960366,2016-04-25 19:00:00,86,1.433333,182,2815
1503960366,2016-04-25 20:00:00,30,0.5,95,895
1503960366,2016-04-25 21:00:00,132,2.2,267,4895
1503960366,2016-04-25 22:00:00,11,0.183333,68,188
1503960366,2016-04-25 23:00:00,3,0.05,54,56
1503960366,2016-04-26 00:00:00,4,0.066667,56,101
1503960366,2016-04-26 01:00:00,11,0.183333,66,178
1503960366,2016-04-26 02:00:00,0,0.0,51,0
1503960366,2016-04-26 03:00:00,11,0.183333,64,145
1503960366,2016-04-26 04:00:00,0,0.0,48,0
1503960366,2016-04-26 05:00:00,1,0.016667,49,7
1503960366,2016-04-26 06:00:00,0,0.0,48,0
1503960366,2016-04-26 07:00:00,3,0.05,52,28
1503960366,2016-04-26 08:00:00,13,0.216667,67,173
1503960366,2016-04-26 09:00:00,31,0.516667,139,1826
1503960366,2016-04-26 10:00:00,22,0.366667,92,666
1503960366,2016-04-26 11:00:00,17,0.283333,78,266
1503960366,2016-04-26 12:00:00,10,0.166667,74,415
1503960366,2016-04-26 13:00:00,42,0.7,126,1571
1503960366,2016-04-26 14:00:00,60,1.0,142,1998
1503960366,2016-04-26 15:00:00,9,0.15,74,323
1503960366,2016-04-26 16:00:00,22,0.366667,93,697
1503960366,2016-04-26 17:00:00,5,0.083333,60,143
1503960366,2016-04-26 18:00:00,72,1.2,169,2513
1503960366,2016-04-26 19:00:00,15,0.25,73,148
1503960366,2016-04-26 20:00:00,26,0.433333,127,1649
1503960366,2016-04-26 21:00:00,14,0.233333,79,450
1503960366,2016-04-26 22:00:00,9,0.15,66,148
1503960366,2016-04-26 23:00:00,21,0.35,80,310
1503960366,2016-04-27 00:00:00,10,0.166667,68,277
1503960366,2016-04-27 01:00:00,5,0.083333,59,60
1503960366,2016-04-27 02:00:00,2,0.033333,53,17
1503960366,2016-04-27 03:00:00,0,0.0,47,0
1503960366,2016-04-27 04:00:00,0,0.0,47,0
1503960366,2016-04-27 05:00:00,0,0.0,47,0
1503960366,2016-04-27 06:00:00,0,0.0,47,0
1503960366,2016-04-27 07:00:00,0,0.0,47,0
1503960366,2016-04-27 08:00:00,0,0.0,47,0
1503960366,2016-04-27 09:00:00,33,0.55,149,1916
1503960366,2016-04-27 10:00:00,27,0.45,93,502
1503960366,2016-04-27 11:00:00,23,0.383333,100,797
1503960366,2016-04-27 12:00:00,12,0.2,89,701
1503960366,2016-04-27 13:00:00,13,0.216667,76,319
1503960366,2016-04-27 14:00:00,35,0.583333,150,1932
1503960366,2016-04-27 15:00:00,6,0.1,63,59
1503960366,2016-04-27 16:00:00,7,0.116667,64,98
1503960366,2016-04-27 17:00:00,13,0.216667,73,261
1503960366,2016-04-27 18:00:00,73,1.216667,178,2714
1503960366,2016-04-27 19:00:00,150,2.5,318,5786
1503960366,2016-04-27 20:00:00,70,1.166667,174,2420
1503960366,2016-04-27 21:00:00,20,0.333333,76,266
1503960366,2016-04-27 22:00:00,0,0.0,47,0
1503960366,2016-04-27 23:00:00,0,0.0,47,0
1503960366,2016-04-28 00:00:00,0,0.0,47,0
1503960366,2016-04-28 01:00:00,10,0.166667,62,127
1503960366,2016-04-28 02:00:00,0,0.0,48,0
1503960366,2016-04-28 03:00:00,0,0.0,47,0
1503960366,2016-04-28 04:00:00,0,0.0,48,0
1503960366,2016-04-28 05:00:00,0,0.0,47,0
1503960366,2016-04-28 06:00:00,0,0.0,48,0
1503960366,2016-04-28 07:00:00,1,0.016667,49,14
1503960366,2016-04-28 08:00:00,11,0.183333,63,128
1503960366,2016-04-28 09:00:00,38,0.633333,116,1192
1503960366,2016-04-28 10:00:00,19,0.316667,105,987
1503960366,2016-04-28 11:00:00,10,0.166667,73,288
1503960366,2016-04-28 12:00:00,16,0.266667,78,317
1503960366,2016-04-28 13:00:00,33,0.55,108,1144
1503960366,2016-04-28 14:00:00,47,0.783333,124,1512
1503960366,2016-04-28 15:00:00,5,0.083333,61,115
1503960366,2016-04-28 16:00:00,10,0.166667,81,554
1503960366,2016-04-28 17:00:00,11,0.183333,72,235
1503960366,2016-04-28 18:00:00,56,0.933333,138,1829
1503960366,2016-04-28 19:00:00,1,0.016667,56,13
1503960366,2016-04-28 20:00:00,50,0.833333,151,2122
1503960366,2016-04-28 21:00:00,21,0.35,103,986
1503960366,2016-04-28 22:00:00,2,0.033333,55,16
1503960366,2016-04-28 23:00:00,48,0.8,121,1512
1503960366,2016-04-29 00:00:00,9,0.15,65,202
1503960366,2016-04-29 01:00:00,0,0.0,49,0
1503960366,2016-04-29 02:00:00,4,0.066667,54,71
1503960366,2016-04-29 03:00:00,0,0.0,47,0
1503960366,2016-04-29 04:00:00,0,0.0,47,0
1503960366,2016-04-29 05:00:00,0,0.0,48,0
1503960366,2016-04-29 06:00:00,0,0.0,47,0
1503960366,2016-04-29 07:00:00,3,0.05,52,27
1503960366,2016-04-29 08:00:00,13,0.216667,67,201
1503960366,2016-04-29 09:00:00,33,0.55,142,1820
1503960366,2016-04-29 10:00:00,4,0.066667,60,44
1503960366,2016-04-29 11:00:00,4,0.066667,60,104
1503960366,2016-04-29 12:00:00,6,0.1,65,214
1503960366,2016-04-29 13:00:00,6,0.1,62,41
1503960366,2016-04-29 14:00:00,56,0.933333,136,1711
1503960366,2016-04-29 15:00:00,23,0.383333,110,1076
1503960366,2016-04-29 16:00:00,10,0.166667,73,285
1503960366,2016-04-29 17:00:00,9,0.15,75,380
1503960366,2016-04-29 18:00:00,5,0.083333,60,118
1503960366,2016-04-29 19:00:00,11,0.183333,71,267
1503960366,2016-04-29 20:00:00,16,0.266667,80,386
1503960366,2016-04-29 21:00:00,20,0.333333,118,1366
1503960366,2016-04-29 22:00:00,27,0.45,111,1111
1503960366,2016-04-29 23:00:00,56,0.933333,140,1757
1503960366,2016-04-30 00:00:00,1,0.016667,51,19
1503960366,2016-04-30 01:00:00,7,0.116667,57,65
1503960366,2016-04-30 02:00:00,0,0.0,47,0
1503960366,2016-04-30 03:00:00,1,0.016667,49,6
1503960366,2016-04-30 04:00:00,0,0.0,47,0
1503960366,2016-04-30 05:00:00,0,0.0,48,0
1503960366,2016-04-30 06:00:00,0,0.0,48,0
1503960366,2016-04-30 07:00:00,0,0.0,48,0
1503960366,2016-04-30 08:00:00,3,0.05,52,60
1503960366,2016-04-30 09:00:00,11,0.183333,64,148
1503960366,2016-04-30 10:00:00,17,0.283333,72,239
1503960366,2016-04-30 11:00:00,7,0.116667,62,127
1503960366,2016-04-30 12:00:00,4,0.066667,58,92
1503960366,2016-04-30 13:00:00,11,0.183333,65,141
1503960366,2016-04-30 14:00:00,22,0.366667,85,520
1503960366,2016-04-30 15:00:00,26,0.433333,94,993
1503960366,2016-04-30 16:00:00,99,1.65,203,3388
1503960366,2016-04-30 17:00:00,55,0.916667,160,2176
1503960366,2016-04-30 18:00:00,71,1.183333,159,2319
1503960366,2016-04-30 19:00:00,4,0.066667,60,92
1503960366,2016-04-30 20:00:00,5,0.083333,62,117
1503960366,2016-04-30 21:00:00,22,0.366667,96,840
1503960366,2016-04-30 22:00:00,47,0.783333,144,2139
1503960366,2016-04-30 23:00:00,28,0.466667,116,1192
1503960366,2016-05-01 00:00:00,9,0.15,64,247
1503960366,2016-05-01 01:00:00,8,0.133333,60,59
1503960366,2016-05-01 02:00:00,2,0.033333,50,36
1503960366,2016-05-01 03:00:00,1,0.016667,48,4
1503960366,2016-05-01 04:00:00,0,0.0,47,0
1503960366,2016-05-01 05:00:00,0,0.0,48,0
1503960366,2016-05-01 06:00:00,0,0.0,47,0
1503960366,2016-05-01 07:00:00,3,0.05,52,41
1503960366,2016-05-01 08:00:00,6,0.1,56,94
1503960366,2016-05-01 09:00:00,12,0.2,67,198
1503960366,2016-05-01 10:00:00,6,0.1,61,146
1503960366,2016-05-01 11:00:00,10,0.166667,65,103
1503960366,2016-05-01 12:00:00,10,0.166667,66,130
1503960366,2016-05-01 13:00:00,5,0.083333,57,85
1503960366,2016-05-01 14:00:00,25,0.416667,91,540
1503960366,2016-05-01 15:00:00,21,0.35,81,294
1503960366,2016-05-01 16:00:00,23,0.383333,97,823
1503960366,2016-05-01 17:00:00,33,0.55,108,1053
1503960366,2016-05-01 18:00:00,70,1.166667,159,2007
1503960366,2016-05-01 19:00:00,14,0.233333,71,177
1503960366,2016-05-01 20:00:00,6,0.1,59,93
1503960366,2016-05-01 21:00:00,25,0.416667,86,363
1503960366,2016-05-01 22:00:00,50,0.833333,127,1552
1503960366,2016-05-01 23:00:00,76,1.266667,161,2557
1503960366,2016-05-02 00:00:00,0,0.0,50,0
1503960366,2016-05-02 01:00:00,7,0.116667,59,119
1503960366,2016-05-02 02:00:00,0,0.0,47,0
1503960366,2016-05-02 03:00:00,1,0.016667,49,21
1503960366,2016-05-02 04:00:00,0,0.0,47,0
